weight,height,label
75,155,fat
45,144,normal
60,134,fat
52,181,thin
49,129,fat
61,173,normal
50,130,fat
77,171,fat
49,165,thin
58,196,thin
40,162,thin
43,127,fat
56,149,fat
47,156,normal
44,157,thin
77,126,fat
35,189,thin
74,122,fat
37,189,thin
57,134,fat
38,190,thin
36,146,thin
65,167,normal
69,146,fat
51,167,thin
65,180,normal
66,145,fat
80,120,fat
73,143,fat
40,167,thin
67,184,normal
60,190,thin
72,197,normal
78,148,fat
76,146,fat
47,123,fat
44,136,normal
43,157,thin
76,166,fat
73,140,fat
45,160,thin
56,160,normal
67,122,fat
49,178,thin
80,132,fat
35,130,normal
60,194,thin
61,157,normal
71,121,fat
64,122,fat
40,141,normal
70,199,thin
74,161,fat
44,129,fat
47,163,thin
53,183,thin
49,165,thin
56,161,normal
66,124,fat
49,151,normal
73,151,fat
69,154,fat
37,148,thin
66,177,normal
60,136,fat
35,163,thin
67,158,fat
80,159,fat
73,138,fat
75,183,normal
47,137,fat
51,188,thin
62,179,normal
39,173,thin
40,178,thin
52,139,fat
37,162,thin
54,139,fat
64,122,fat
50,186,thin
44,124,fat
51,168,thin
53,170,thin
61,188,thin
56,168,normal
71,165,fat
40,131,normal
44,194,thin
49,158,normal
71,180,normal
45,173,thin
65,147,fat
58,164,normal
37,145,thin
38,196,thin
42,184,thin
45,124,fat
80,132,fat
75,125,fat
51,151,normal
79,176,fat
70,139,fat
59,196,thin
78,196,normal
44,172,thin
67,190,normal
35,132,normal
68,188,normal
75,157,fat
74,130,fat
78,167,fat
70,168,normal
39,169,thin
43,153,thin
47,171,thin
49,140,fat
53,131,fat
75,181,normal
53,139,fat
80,140,fat
62,169,normal
41,130,normal
56,143,fat
44,193,thin
54,197,thin
76,169,fat
53,147,normal
55,169,normal
78,187,normal
60,124,fat
58,166,normal
60,193,thin
43,165,thin
70,127,fat
60,158,normal
41,125,fat
78,123,fat
38,167,thin
70,147,fat
65,174,normal
66,160,fat
80,156,fat
36,199,thin
79,150,fat
40,174,thin
77,184,normal
54,137,fat
56,194,thin
69,131,fat
75,184,normal
76,180,normal
54,130,fat
57,198,thin
59,142,fat
74,121,fat
70,128,fat
61,188,thin
74,167,fat
72,171,normal
44,171,thin
72,133,fat
52,176,thin
77,165,fat
68,187,normal
78,150,fat
77,187,normal
35,175,thin
49,194,thin
70,150,fat
59,146,fat
58,159,normal
67,164,normal
66,143,fat
55,131,fat
64,142,fat
53,147,normal
62,192,thin
36,138,normal
41,122,fat
69,136,fat
78,128,fat
58,128,fat
36,129,normal
69,120,fat
54,137,fat
38,130,normal
56,153,normal
39,144,normal
79,178,normal
80,147,fat
65,166,normal
62,132,fat
58,171,normal
67,136,fat
62,163,normal
67,151,fat
45,182,thin
37,186,thin
43,135,normal
55,140,fat
37,157,thin
39,169,thin
53,146,normal
60,133,fat
56,155,normal
42,195,thin
35,174,thin
74,139,fat
47,152,normal
72,198,thin
45,128,fat
46,150,normal
78,158,fat
72,178,normal
67,187,normal
64,188,thin
43,137,normal
51,181,thin
37,136,normal
39,153,thin
59,171,normal
40,173,thin
69,128,fat
70,169,normal
77,184,normal
61,175,normal
68,165,normal
44,166,thin
66,178,normal
53,140,fat
71,189,normal
40,171,thin
67,173,normal
44,194,thin
38,200,thin
40,153,thin
51,171,thin
40,186,thin
36,179,thin
54,198,thin
46,173,thin
67,180,normal
59,126,fat
64,182,normal
48,155,normal
35,160,thin
70,139,fat
73,198,normal
35,178,thin
35,120,normal
55,185,thin
74,188,normal
58,127,fat
54,129,fat
55,195,thin
66,151,fat
61,155,fat
60,165,normal
59,200,thin
75,168,fat
72,133,fat
73,142,fat
54,141,fat
36,125,normal
46,149,normal
56,184,thin
72,174,normal
70,177,normal
55,129,fat
36,173,thin
35,136,normal
65,131,fat
75,160,fat
48,154,normal
71,196,thin
68,190,normal
55,151,normal
45,160,thin
64,145,fat
57,165,normal
70,126,fat
52,193,thin
55,177,thin
52,158,normal
80,174,fat
40,179,thin
57,185,thin
54,167,normal
53,197,thin
48,199,thin
36,131,normal
59,187,thin
40,145,normal
46,145,normal
61,146,fat
53,158,normal
35,168,thin
52,131,fat
35,190,thin
42,145,normal
53,134,fat
58,147,fat
58,169,normal
67,191,thin
70,156,fat
72,196,normal
55,189,thin
70,176,normal
36,131,normal
70,121,fat
78,154,fat
71,126,fat
66,183,normal
67,182,normal
67,172,normal
45,135,normal
55,123,fat
79,150,fat
76,184,normal
58,186,thin
38,189,thin
77,171,fat
35,140,thin
46,166,thin
70,140,fat
72,159,fat
61,138,fat
48,137,fat
66,188,normal
63,130,fat
63,162,normal
65,123,fat
65,161,fat
55,122,fat
53,172,thin
67,138,fat
79,175,fat
74,159,fat
54,128,fat
39,162,thin
41,165,thin
65,200,thin
39,121,fat
62,153,fat
60,134,fat
68,184,normal
36,142,thin
63,121,fat
60,181,thin
51,186,thin
62,147,fat
47,126,fat
62,149,fat
62,197,thin
50,177,thin
62,151,fat
48,134,fat
77,187,normal
68,159,fat
41,190,thin
64,177,normal
70,148,fat
65,145,fat
79,121,fat
36,123,normal
79,159,fat
79,162,fat
66,195,thin
67,135,fat
48,191,thin
61,184,thin
52,149,normal
37,195,thin
79,142,fat
54,178,thin
73,192,normal
50,142,normal
75,144,fat
76,192,normal
47,184,thin
68,138,fat
45,142,normal
36,174,thin
52,169,thin
54,125,fat
66,187,normal
55,167,normal
51,151,normal
51,150,normal
74,124,fat
42,160,thin
67,123,fat
63,200,thin
46,193,thin
64,162,normal
68,190,normal
62,200,thin
72,200,thin
39,132,normal
68,191,normal
43,170,thin
68,167,normal
76,146,fat
51,124,fat
57,179,thin
73,191,normal
53,186,thin
49,139,fat
62,140,fat
52,184,thin
75,134,fat
80,156,fat
71,130,fat
75,194,normal
45,122,fat
62,141,fat
52,123,fat
52,179,thin
80,181,normal
80,122,fat
54,189,thin
80,189,normal
39,179,thin
45,123,fat
58,122,fat
35,199,thin
57,199,thin
65,169,normal
66,166,normal
43,143,normal
45,125,fat
39,145,normal
39,152,thin
67,137,fat
62,187,thin
61,165,normal
61,189,thin
35,169,thin
58,178,thin
41,120,fat
74,187,normal
79,192,normal
73,154,fat
59,137,fat
44,120,fat
66,169,normal
60,183,thin
40,149,thin
39,192,thin
62,165,normal
52,124,fat
74,179,normal
69,129,fat
43,140,normal
72,199,thin
59,190,thin
42,186,thin
37,161,thin
58,171,normal
71,148,fat
37,156,thin
52,191,thin
40,137,normal
50,173,thin
78,135,fat
53,191,thin
76,125,fat
70,137,fat
80,134,fat
52,133,fat
54,143,fat
51,145,normal
52,168,thin
41,130,normal
47,182,thin
53,167,normal
77,135,fat
63,187,thin
43,175,thin
59,169,normal
74,182,normal
60,160,normal
58,195,thin
45,158,thin
58,194,thin
62,177,normal
63,188,thin
46,123,fat
36,161,thin
51,148,normal
61,192,thin
72,180,normal
51,157,normal
42,196,thin
43,172,thin
51,162,normal
48,147,normal
67,142,fat
76,153,fat
79,136,fat
51,122,fat
70,120,fat
73,131,fat
36,131,normal
43,192,thin
40,165,thin
52,133,fat
61,190,thin
45,138,normal
50,153,normal
75,182,normal
69,142,fat
79,132,fat
70,161,fat
71,182,normal
46,151,normal
50,161,normal
52,187,thin
71,179,normal
67,199,thin
73,168,fat
55,176,thin
56,130,fat
43,146,normal
43,156,thin
53,197,thin
57,186,thin
52,173,thin
47,166,thin
66,193,thin
51,189,thin
41,166,thin
49,161,normal
68,154,fat
45,192,thin
67,187,normal
48,173,thin
47,176,thin
52,139,fat
75,151,fat
56,167,normal
59,160,normal
52,183,thin
71,200,thin
40,140,normal
51,142,fat
63,185,thin
35,179,thin
80,144,fat
63,199,thin
80,167,fat
46,159,thin
64,147,fat
48,132,fat
75,130,fat
78,176,fat
47,169,thin
38,130,normal
76,128,fat
67,122,fat
43,159,thin
48,123,fat
51,129,fat
40,185,thin
46,194,thin
73,187,normal
49,197,thin
59,141,fat
74,180,normal
70,126,fat
49,191,thin
58,178,thin
80,157,fat
44,195,thin
39,160,thin
79,124,fat
68,194,thin
36,169,thin
45,147,normal
37,127,normal
74,165,fat
80,185,normal
75,170,fat
80,194,normal
59,144,fat
48,132,fat
51,192,thin
56,191,thin
75,134,fat
69,179,normal
55,137,fat
46,185,thin
40,170,thin
35,142,thin
64,132,fat
77,162,fat
78,162,fat
38,200,thin
62,122,fat
47,149,normal
56,160,normal
56,121,fat
42,176,thin
38,133,normal
36,187,thin
42,133,normal
39,146,thin
75,165,fat
50,141,fat
56,188,thin
54,173,thin
57,176,thin
78,140,fat
66,193,thin
48,193,thin
68,198,thin
69,136,fat
37,159,thin
47,167,thin
60,183,thin
59,127,fat
60,127,fat
74,128,fat
70,152,fat
45,166,thin
80,195,normal
77,181,normal
40,163,thin
62,190,thin
60,190,thin
39,172,thin
58,133,fat
74,166,fat
66,178,normal
44,133,normal
61,123,fat
36,152,thin
42,125,fat
79,183,normal
63,132,fat
51,192,thin
45,127,fat
51,198,thin
53,192,thin
75,127,fat
64,158,fat
48,135,fat
42,187,thin
51,163,normal
46,196,thin
80,152,fat
54,141,fat
71,165,fat
38,121,fat
68,150,fat
64,121,fat
63,141,fat
38,137,normal
42,131,normal
56,155,normal
45,193,thin
51,148,normal
41,165,thin
71,123,fat
70,162,fat
72,124,fat
50,155,normal
35,136,normal
54,162,normal
47,176,thin
47,128,fat
36,167,thin
61,182,thin
58,167,normal
49,132,fat
65,146,fat
52,179,thin
80,134,fat
78,199,normal
50,140,fat
40,121,fat
55,137,fat
61,135,fat
37,164,thin
64,173,normal
58,168,normal
41,157,thin
76,163,fat
42,151,thin
78,153,fat
39,126,normal
35,148,thin
37,121,fat
54,190,thin
43,161,thin
80,125,fat
72,169,fat
41,144,normal
47,196,thin
71,144,fat
80,176,fat
64,162,normal
39,179,thin
60,183,thin
65,137,fat
44,183,thin
76,194,normal
64,134,fat
52,190,thin
52,199,thin
53,169,normal
63,140,fat
70,191,normal
57,177,thin
69,126,fat
38,182,thin
73,139,fat
52,169,thin
55,135,fat
47,125,fat
47,133,fat
49,180,thin
39,145,normal
61,129,fat
36,140,thin
66,199,thin
44,139,normal
71,200,thin
61,132,fat
70,180,normal
48,184,thin
67,171,normal
66,127,fat
54,121,fat
54,191,thin
51,120,fat
49,124,fat
52,170,thin
46,160,thin
57,192,thin
52,164,normal
67,142,fat
51,123,fat
35,127,normal
57,188,thin
64,155,fat
73,166,fat
77,198,normal
68,120,fat
78,158,fat
45,162,thin
74,159,fat
52,124,fat
80,185,normal
74,143,fat
77,138,fat
55,166,normal
69,179,normal
36,133,normal
51,131,fat
38,159,thin
42,163,thin
70,141,fat
79,184,normal
61,189,thin
75,175,normal
76,195,normal
37,145,thin
71,134,fat
60,126,fat
60,159,normal
35,120,normal
48,157,normal
47,138,normal
62,135,fat
46,190,thin
78,144,fat
75,188,normal
58,153,normal
52,197,thin
37,135,normal
49,185,thin
67,127,fat
79,172,fat
43,127,fat
69,199,thin
35,143,thin
44,166,thin
57,180,thin
45,123,fat
48,191,thin
73,164,fat
53,179,thin
52,166,normal
49,181,thin
53,132,fat
56,154,normal
75,169,fat
40,154,thin
67,142,fat
53,145,fat
49,131,fat
68,123,fat
55,164,normal
67,187,normal
38,122,fat
39,147,thin
49,173,thin
80,157,fat
74,146,fat
57,142,fat
41,185,thin
52,177,thin
46,122,fat
76,196,normal
40,165,thin
59,158,normal
65,193,thin
50,145,normal
58,141,fat
46,163,thin
79,129,fat
54,129,fat
66,196,thin
51,132,fat
61,170,normal
43,189,thin
69,150,fat
48,183,thin
74,187,normal
40,123,fat
40,121,fat
78,170,fat
41,188,thin
53,145,fat
59,172,normal
43,162,thin
40,121,fat
40,121,fat
48,156,normal
36,192,thin
38,163,thin
58,199,thin
72,141,fat
71,185,normal
52,168,thin
64,141,fat
61,153,fat
56,185,thin
63,131,fat
46,173,thin
38,149,thin
45,167,thin
69,120,fat
41,154,thin
63,127,fat
75,163,fat
46,160,thin
62,133,fat
70,132,fat
35,147,thin
66,188,normal
66,161,fat
53,192,thin
77,142,fat
58,181,thin
67,165,normal
68,147,fat
35,200,thin
60,127,fat
48,123,fat
68,177,normal
49,194,thin
36,120,fat
76,176,normal
79,191,normal
75,127,fat
60,160,normal
46,170,thin
63,176,normal
62,134,fat
75,192,normal
36,182,thin
41,175,thin
71,125,fat
78,188,normal
44,167,thin
39,158,thin
77,183,normal
41,190,thin
76,124,fat
76,137,fat
65,195,thin
61,200,thin
42,155,thin
50,193,thin
37,188,thin
53,138,fat
68,192,thin
80,179,normal
40,156,thin
44,129,fat
53,159,normal
47,185,thin
70,194,normal
65,127,fat
46,134,fat
77,191,normal
70,156,fat
59,181,thin
54,187,thin
60,176,normal
78,138,fat
38,152,thin
53,157,normal
52,196,thin
64,181,normal
41,196,thin
69,149,fat
65,197,thin
65,137,fat
60,121,fat
48,186,thin
63,160,normal
71,185,normal
69,195,thin
40,154,thin
68,166,normal
72,128,fat
50,124,fat
77,151,fat
77,165,fat
78,195,normal
54,131,fat
47,187,thin
62,161,normal
65,122,fat
44,163,thin
61,184,thin
42,135,normal
73,182,normal
68,179,normal
71,155,fat
51,183,thin
54,139,fat
37,151,thin
54,192,thin
35,158,thin
38,146,thin
53,187,thin
37,162,thin
48,173,thin
68,198,thin
58,160,normal
39,199,thin
36,138,normal
59,132,fat
57,134,fat
76,183,normal
54,133,fat
73,185,normal
75,121,fat
56,161,normal
45,172,thin
54,164,normal
52,160,normal
54,145,fat
42,186,thin
72,151,fat
51,167,thin
78,125,fat
52,182,thin
74,160,fat
53,178,thin
51,142,fat
69,159,fat
71,157,fat
68,131,fat
59,136,fat
35,126,normal
50,128,fat
37,173,thin
54,138,fat
72,143,fat
70,141,fat
36,137,normal
78,149,fat
47,188,thin
56,146,fat
64,147,fat
54,141,fat
63,169,normal
65,145,fat
64,177,normal
75,161,fat
36,142,thin
70,143,fat
79,144,fat
60,123,fat
70,128,fat
73,140,fat
68,146,fat
57,181,thin
56,166,normal
47,120,fat
54,165,normal
43,181,thin
71,133,fat
68,190,normal
78,188,normal
64,167,normal
74,169,fat
56,128,fat
56,188,thin
49,147,normal
63,179,normal
75,127,fat
60,177,normal
74,174,normal
74,126,fat
65,156,fat
79,122,fat
78,135,fat
40,147,normal
54,128,fat
54,192,thin
69,128,fat
50,155,normal
61,191,thin
62,126,fat
44,151,normal
64,179,normal
41,158,thin
60,195,thin
51,196,thin
57,199,thin
75,156,fat
64,134,fat
35,121,normal
44,160,thin
56,173,normal
50,160,normal
69,159,fat
64,190,thin
70,154,fat
55,162,normal
62,165,normal
52,128,fat
55,188,thin
58,186,thin
58,140,fat
56,154,normal
37,126,normal
73,133,fat
42,157,thin
54,185,thin
46,179,thin
70,139,fat
55,143,fat
39,140,normal
80,142,fat
47,167,thin
62,125,fat
68,152,fat
53,180,thin
44,179,thin
71,195,normal
80,169,fat
80,185,normal
80,148,fat
64,156,fat
35,198,thin
41,173,thin
56,173,normal
35,145,thin
58,165,normal
75,188,normal
60,175,normal
52,180,thin
60,140,fat
50,194,thin
76,139,fat
67,162,fat
51,168,thin
68,135,fat
47,134,fat
36,148,thin
46,153,normal
57,159,normal
45,144,normal
41,138,normal
61,154,fat
54,159,normal
40,192,thin
41,123,fat
61,145,fat
79,131,fat
53,160,normal
45,144,normal
50,179,thin
52,195,thin
77,121,fat
42,179,thin
47,168,thin
70,142,fat
72,194,normal
49,121,fat
65,170,normal
73,128,fat
52,166,normal
74,198,normal
40,123,fat
59,139,fat
67,176,normal
54,143,fat
70,120,fat
62,186,thin
73,177,normal
52,145,normal
40,174,thin
50,169,thin
49,195,thin
74,152,fat
65,194,thin
72,190,normal
77,168,fat
71,165,fat
67,167,normal
53,176,thin
72,175,normal
80,184,normal
48,160,normal
71,150,fat
66,159,fat
71,173,normal
40,157,thin
66,137,fat
44,165,thin
37,153,thin
70,177,normal
46,169,thin
53,167,normal
40,122,fat
40,136,normal
74,194,normal
48,173,thin
45,163,thin
49,132,fat
72,192,normal
49,178,thin
59,199,thin
63,144,fat
37,160,thin
49,154,normal
51,194,thin
44,196,thin
77,122,fat
59,191,thin
79,135,fat
36,163,thin
65,195,thin
37,178,thin
39,139,normal
50,129,fat
51,151,normal
53,122,fat
37,120,fat
35,154,thin
65,164,normal
72,131,fat
41,124,fat
58,190,thin
67,164,normal
42,191,thin
53,165,normal
72,177,normal
79,153,fat
76,186,normal
48,195,thin
58,150,fat
63,125,fat
41,194,thin
66,196,thin
59,133,fat
35,149,thin
43,130,fat
70,146,fat
36,171,thin
63,123,fat
73,154,fat
44,127,fat
61,130,fat
55,143,fat
77,142,fat
43,142,normal
40,136,normal
57,139,fat
77,134,fat
40,171,thin
40,151,thin
37,191,thin
47,169,thin
38,153,thin
45,156,thin
59,143,fat
40,120,fat
74,155,fat
45,133,fat
72,167,fat
58,128,fat
63,158,fat
57,188,thin
50,122,fat
35,199,thin
70,197,thin
39,185,thin
73,163,fat
76,124,fat
55,196,thin
57,173,normal
47,195,thin
56,126,fat
35,184,thin
73,158,fat
79,163,fat
50,140,fat
74,167,fat
54,159,normal
78,156,fat
74,155,fat
45,134,fat
53,155,normal
38,138,normal
50,183,thin
50,149,normal
55,137,fat
80,122,fat
78,137,fat
50,160,normal
47,193,thin
70,182,normal
35,158,thin
48,147,normal
50,172,thin
65,187,normal
53,196,thin
61,190,thin
39,149,thin
63,163,normal
61,159,normal
77,193,normal
35,199,thin
44,157,thin
58,197,thin
46,197,thin
54,191,thin
62,138,fat
73,164,fat
58,148,fat
48,131,fat
48,147,normal
80,136,fat
57,188,thin
62,170,normal
65,122,fat
41,149,thin
49,127,fat
59,166,normal
72,141,fat
76,146,fat
63,124,fat
37,191,thin
49,181,thin
72,196,normal
67,200,thin
39,124,fat
43,187,thin
53,182,thin
80,142,fat
80,167,fat
36,137,normal
37,123,normal
71,169,normal
68,175,normal
36,184,thin
68,150,fat
53,150,normal
38,176,thin
40,125,fat
37,172,thin
46,193,thin
80,171,fat
60,181,thin
54,173,thin
63,120,fat
43,196,thin
37,185,thin
66,144,fat
63,179,normal
50,196,thin
62,131,fat
73,181,normal
36,163,thin
76,175,normal
36,177,thin
65,142,fat
55,198,thin
80,166,fat
51,140,fat
49,161,normal
56,191,thin
71,178,normal
80,167,fat
60,198,thin
49,194,thin
47,182,thin
37,129,normal
54,149,normal
38,175,thin
47,182,thin
59,167,normal
45,158,thin
40,144,normal
41,164,thin
50,131,fat
36,140,thin
56,198,thin
39,176,thin
65,179,normal
80,153,fat
60,122,fat
63,180,normal
37,180,thin
39,138,normal
53,193,thin
45,161,thin
74,162,fat
59,151,fat
57,153,normal
61,153,fat
78,133,fat
43,123,fat
45,170,thin
49,171,thin
42,159,thin
40,129,normal
49,150,normal
45,146,normal
77,194,normal
50,142,normal
72,145,fat
50,124,fat
79,135,fat
57,124,fat
79,173,fat
65,142,fat
71,178,normal
41,195,thin
59,165,normal
68,151,fat
41,124,fat
40,188,thin
57,155,normal
67,197,thin
76,148,fat
50,158,normal
45,190,thin
35,145,thin
49,198,thin
70,148,fat
50,178,thin
42,142,normal
53,123,fat
37,160,thin
67,195,thin
51,166,normal
53,129,fat
53,133,fat
53,130,fat
64,164,normal
42,145,normal
54,163,normal
43,156,thin
78,136,fat
52,191,thin
61,174,normal
57,178,thin
37,170,thin
54,183,thin
74,184,normal
77,196,normal
69,185,normal
71,162,fat
66,200,thin
49,184,thin
69,166,fat
67,123,fat
48,171,thin
73,120,fat
69,191,normal
53,166,normal
46,142,normal
41,172,thin
67,192,thin
59,194,thin
80,189,normal
66,121,fat
52,129,fat
56,200,thin
47,191,thin
77,154,fat
74,157,fat
70,172,normal
39,196,thin
79,146,fat
41,120,fat
38,191,thin
39,180,thin
75,164,fat
67,151,fat
65,192,thin
41,133,normal
77,151,fat
49,163,thin
66,150,fat
53,145,fat
37,127,normal
72,157,fat
50,131,fat
62,181,normal
55,125,fat
69,147,fat
74,129,fat
73,129,fat
48,171,thin
79,166,fat
43,156,thin
54,145,fat
59,150,fat
62,167,normal
42,197,thin
48,192,thin
68,200,thin
51,180,thin
71,197,thin
52,171,thin
65,184,normal
42,132,normal
47,153,normal
48,191,thin
68,124,fat
60,199,thin
73,193,normal
67,200,thin
37,154,thin
71,193,normal
43,200,thin
65,183,normal
58,155,normal
39,198,thin
46,128,fat
37,187,thin
76,170,fat
71,137,fat
76,179,normal
70,141,fat
42,143,normal
80,146,fat
41,128,fat
53,123,fat
66,133,fat
52,150,normal
68,173,normal
71,173,normal
64,193,thin
42,199,thin
49,168,thin
68,187,normal
64,137,fat
43,188,thin
45,157,thin
37,177,thin
40,139,normal
56,159,normal
65,150,fat
46,123,fat
57,129,fat
80,167,fat
38,172,thin
35,174,thin
35,184,thin
72,166,fat
68,135,fat
72,196,normal
42,185,thin
79,168,fat
52,128,fat
69,120,fat
80,134,fat
40,170,thin
63,174,normal
49,126,fat
55,195,thin
57,186,thin
76,145,fat
57,179,thin
76,184,normal
53,152,normal
73,148,fat
61,182,thin
75,188,normal
69,185,normal
44,183,thin
37,175,thin
64,170,normal
53,171,thin
57,182,thin
47,175,thin
49,132,fat
37,133,normal
44,133,normal
60,184,thin
68,182,normal
43,170,thin
52,189,thin
54,198,thin
76,168,fat
76,196,normal
72,190,normal
72,124,fat
77,165,fat
52,174,thin
39,193,thin
50,177,thin
55,128,fat
69,152,fat
40,164,thin
55,181,thin
78,174,fat
79,176,fat
42,140,normal
42,133,normal
79,154,fat
68,135,fat
53,156,normal
42,140,normal
51,167,thin
44,195,thin
49,157,normal
69,194,thin
52,182,thin
39,165,thin
74,200,normal
64,182,normal
72,149,fat
57,145,fat
76,137,fat
72,134,fat
71,199,thin
69,197,thin
71,140,fat
44,164,thin
42,128,fat
79,130,fat
69,192,normal
80,121,fat
80,157,fat
72,169,fat
72,174,normal
65,194,thin
72,176,normal
48,144,normal
36,172,thin
36,166,thin
37,150,thin
75,193,normal
56,128,fat
62,176,normal
79,177,fat
53,185,thin
76,169,fat
57,164,normal
39,198,thin
77,190,normal
53,181,thin
46,163,thin
63,126,fat
52,127,fat
60,186,thin
78,182,normal
59,123,fat
36,178,thin
68,169,normal
50,187,thin
71,120,fat
75,127,fat
50,123,fat
48,120,fat
77,181,normal
45,135,normal
41,136,normal
42,131,normal
56,144,fat
51,192,thin
46,133,fat
78,121,fat
42,189,thin
35,188,thin
57,148,fat
65,122,fat
42,200,thin
37,152,thin
40,192,thin
55,167,normal
40,170,thin
77,134,fat
78,150,fat
70,163,fat
41,126,fat
61,135,fat
36,145,thin
60,140,fat
55,157,normal
66,161,fat
38,121,fat
71,147,fat
55,162,normal
44,193,thin
45,126,fat
40,147,normal
80,173,fat
74,124,fat
65,140,fat
38,129,normal
53,160,normal
75,156,fat
50,169,thin
38,183,thin
45,184,thin
54,127,fat
55,167,normal
54,152,normal
57,165,normal
61,183,thin
50,179,thin
46,122,fat
49,127,fat
48,177,thin
80,155,fat
39,151,thin
62,146,fat
69,164,fat
37,198,thin
35,184,thin
53,121,fat
46,163,thin
57,138,fat
66,167,normal
45,125,fat
48,190,thin
55,135,fat
39,146,thin
60,120,fat
35,165,thin
46,165,thin
48,141,normal
49,164,thin
54,164,normal
78,123,fat
55,128,fat
51,183,thin
69,134,fat
40,188,thin
73,174,normal
79,140,fat
58,153,normal
64,141,fat
53,147,normal
46,173,thin
35,162,thin
76,165,fat
45,159,thin
44,163,thin
57,130,fat
60,128,fat
76,168,fat
79,137,fat
70,141,fat
59,125,fat
73,191,normal
69,187,normal
72,189,normal
64,133,fat
65,186,normal
67,139,fat
42,192,thin
64,176,normal
54,180,thin
80,137,fat
76,185,normal
77,185,normal
79,125,fat
68,150,fat
72,147,fat
44,120,fat
35,129,normal
53,143,fat
43,125,fat
58,167,normal
65,148,fat
45,181,thin
51,200,thin
51,197,thin
71,185,normal
76,196,normal
57,192,thin
50,133,fat
65,185,normal
69,125,fat
51,157,normal
54,142,fat
74,178,normal
62,155,fat
43,170,thin
68,131,fat
35,190,thin
68,155,fat
70,127,fat
49,122,fat
38,148,thin
76,144,fat
60,159,normal
45,180,thin
67,141,fat
43,180,thin
60,156,normal
64,141,fat
55,128,fat
37,196,thin
56,135,fat
37,160,thin
75,165,fat
76,131,fat
60,191,thin
35,162,thin
48,152,normal
44,127,fat
59,160,normal
57,147,fat
58,158,normal
37,140,normal
48,199,thin
54,139,fat
51,126,fat
74,127,fat
62,174,normal
55,164,normal
72,142,fat
77,121,fat
43,175,thin
71,153,fat
37,169,thin
41,198,thin
79,180,normal
80,181,normal
72,146,fat
80,125,fat
77,196,normal
72,163,fat
46,156,normal
78,177,normal
77,166,fat
61,194,thin
67,198,thin
57,121,fat
80,154,fat
70,131,fat
55,142,fat
53,177,thin
47,180,thin
38,171,thin
74,153,fat
70,155,fat
37,168,thin
37,191,thin
58,176,normal
74,148,fat
58,193,thin
72,196,normal
45,139,normal
52,179,thin
58,123,fat
51,185,thin
52,180,thin
75,130,fat
44,188,thin
44,130,fat
64,126,fat
53,177,thin
49,163,thin
51,191,thin
76,181,normal
50,192,thin
47,131,fat
69,142,fat
53,186,thin
50,189,thin
50,159,normal
79,148,fat
73,141,fat
37,145,thin
38,200,thin
72,135,fat
59,136,fat
72,179,normal
53,184,thin
67,156,fat
43,140,normal
55,199,thin
57,161,normal
58,176,normal
68,167,normal
37,120,fat
75,161,fat
59,191,thin
71,187,normal
54,153,normal
75,169,fat
79,136,fat
80,144,fat
54,123,fat
59,196,thin
44,163,thin
80,195,normal
80,169,fat
43,144,normal
62,142,fat
80,132,fat
66,171,normal
55,133,fat
77,120,fat
46,128,fat
38,120,fat
58,139,fat
70,181,normal
67,143,fat
40,191,thin
50,129,fat
75,136,fat
79,171,fat
75,141,fat
73,131,fat
74,189,normal
73,199,thin
42,148,normal
46,169,thin
64,195,thin
77,195,normal
53,138,fat
60,156,normal
53,154,normal
53,187,thin
78,138,fat
77,186,normal
80,155,fat
52,150,normal
66,199,thin
55,141,fat
70,145,fat
44,145,normal
68,127,fat
37,196,thin
46,184,thin
40,181,thin
52,122,fat
53,197,thin
64,141,fat
76,186,normal
70,143,fat
71,141,fat
76,135,fat
59,182,thin
41,165,thin
46,164,thin
74,150,fat
76,151,fat
78,177,normal
69,155,fat
66,138,fat
60,191,thin
68,136,fat
40,186,thin
49,185,thin
56,164,normal
47,171,thin
78,182,normal
65,133,fat
66,168,normal
80,187,normal
80,130,fat
77,189,normal
43,166,thin
37,172,thin
36,130,normal
80,158,fat
75,177,normal
78,199,normal
42,130,normal
70,140,fat
70,131,fat
47,175,thin
57,157,normal
56,196,thin
46,179,thin
45,195,thin
66,195,thin
36,167,thin
39,123,fat
68,144,fat
67,199,thin
37,189,thin
46,177,thin
78,151,fat
53,121,fat
67,165,normal
78,178,normal
75,122,fat
60,154,fat
59,162,normal
64,141,fat
80,143,fat
38,120,fat
58,131,fat
51,148,normal
52,144,fat
69,178,normal
58,136,fat
80,133,fat
77,184,normal
55,177,thin
79,174,fat
47,140,normal
69,172,normal
45,164,thin
73,165,fat
47,139,normal
75,129,fat
53,186,thin
62,161,normal
36,127,normal
70,128,fat
45,122,fat
51,160,normal
40,144,normal
39,149,thin
60,143,fat
73,130,fat
42,139,normal
68,173,normal
73,173,normal
70,136,fat
67,136,fat
41,185,thin
59,139,fat
39,184,thin
74,143,fat
41,136,normal
47,138,normal
42,193,thin
72,121,fat
55,195,thin
43,188,thin
75,160,fat
68,153,fat
61,146,fat
35,198,thin
65,122,fat
53,168,normal
75,122,fat
74,135,fat
61,142,fat
66,133,fat
56,144,fat
65,199,thin
38,121,fat
76,125,fat
45,163,thin
74,198,normal
64,198,thin
79,131,fat
39,191,thin
56,123,fat
68,141,fat
77,177,normal
71,128,fat
72,188,normal
68,127,fat
49,157,normal
73,138,fat
